UID          PID    PPID  C STIME TTY          TIME CMD
bansikah    4004    3765  0 08:05 ?        00:01:57 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3786 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10722525874375635433,6030438111023066001,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
bansikah    4005    3765  0 08:05 ?        00:00:09 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3786 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10722525874375635433,6030438111023066001,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
bansikah    4028    3765  0 08:05 ?        00:00:58 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=3786 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10722525874375635433,6030438111023066001,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
bansikah    4106    3765  0 08:05 ?        00:01:10 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=3786 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10722525874375635433,6030438111023066001,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
bansikah    4122    3765  0 08:05 ?        00:00:09 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3786 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10722525874375635433,6030438111023066001,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
bansikah    4289    2641  0 08:05 ?        00:00:02 update-notifier
bansikah    4384    4106  0 08:05 ?        00:00:06 /usr/share/code/code --ms-enable-electron-run-as-node /usr/share/code/resources/app/extensions/markdown-language-features/server/dist/node/workerMain --node-ipc --clientProcessId=4106
bansikah    4394    3772  0 08:05 ?        00:00:19 /usr/share/code/code --type=renderer --crashpad-handler-pid=3786 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1698217339554050 --launch-time-ticks=195902063 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10722525874375635433,6030438111023066001,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:16dad644-0b5c-4c82-859e-9f1803bc2024
bansikah    4435    3772  0 08:05 ?        00:00:19 /usr/share/code/code --type=renderer --crashpad-handler-pid=3786 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=12 --time-ticks-at-unix-epoch=-1698217339554050 --launch-time-ticks=214098547 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10722525874375635433,6030438111023066001,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:0d60acfe-550e-4a82-89c5-427af1e79f7f
bansikah    4499    4028  0 08:06 ?        00:00:06 /usr/share/code/code --ms-enable-electron-run-as-node /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=4028
bansikah    4543    2464  0 08:06 ?        00:00:00 /usr/bin/python3 /usr/bin/gnome-terminal --wait
bansikah    4546    4543  0 08:06 ?        00:00:00 /usr/bin/gnome-terminal.real --wait
bansikah    4551    2464  0 08:06 ?        00:00:11 /usr/libexec/gnome-terminal-server
bansikah    4569    4551  0 08:06 pts/0    00:00:00 bash
bansikah    5026    2464  0 08:26 ?        00:00:24 /usr/bin/nautilus --gapplication-service
bansikah    5737    2464  8 09:21 ?        00:13:07 /snap/vlc/3721/usr/bin/vlc --config=/home/bansikah/snap/vlc/common/vlcrc /home/bansikah/Desktop/First lesson/First Day/Graphical User Interfaces_ Crash Course Computer Science #26.mp4
root        5960    4569  0 09:39 pts/0    00:00:00 sudo apt install python3-pip
root        5961    5960  0 09:39 pts/1    00:00:00 sudo apt install python3-pip
root        5962    5961  0 09:39 pts/1    00:00:01 apt install python3-pip
root        6003    5962  0 09:39 pts/1    00:00:05 /usr/lib/apt/methods/cdrom
bansikah    6035    3772  8 09:40 ?        00:11:17 /usr/share/code/code --type=renderer --crashpad-handler-pid=3786 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=13 --time-ticks-at-unix-epoch=-1698217339554050 --launch-time-ticks=5892396349 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10722525874375635433,6030438111023066001,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:0d60acfe-550e-4a82-89c5-427af1e79f7f
bansikah    6053    2669  0 09:41 ?        00:00:17 gnome-control-center
bansikah    6167    3765  0 09:53 ?        00:01:01 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3786 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10722525874375635433,6030438111023066001,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
bansikah    6184    6167  0 09:54 pts/2    00:00:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
root        6634       2  0 10:27 ?        00:00:00 [kworker/3:0-cgroup_destroy]
root        6657       2  0 10:28 ?        00:00:04 [kworker/3:2-events]
root        6662       2  0 10:30 ?        00:00:00 [kworker/2:0-cgroup_destroy]
root        6686       2  0 10:37 ?        00:00:04 [kworker/2:2-events]
bansikah    6712    2669  0 10:39 ?        00:00:13 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com -M 0 -D 0:0:1920:1080:1:27:0:0:0:0
root        7254       2  0 10:52 ?        00:00:13 [kworker/u9:1-i915_flip]
bansikah    7359    3772  8 10:53 ?        00:05:37 /usr/share/code/code --type=renderer --crashpad-handler-pid=3786 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --lang=en-US --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1698217339554050 --launch-time-ticks=10291171452 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10722525874375635433,6030438111023066001,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:dc96f2dc-9977-4ac2-a750-88ee93bea3fd
root        7369       2  0 10:53 ?        00:00:03 [kworker/0:0-events]
bansikah    7373    3765  0 10:53 ?        00:00:03 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3786 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10722525874375635433,6030438111023066001,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
bansikah    7385    3765  0 10:53 ?        00:00:24 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=3786 --enable-crash-reporter=51976707-a2b7-4d7f-b62b-afd70f136b87,no_channel --user-data-dir=/home/bansikah/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,10722525874375635433,6030438111023066001,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
bansikah    7447    6167  0 10:54 pts/3    00:00:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
bansikah    7950    6184  0 10:58 pts/2    00:00:00 bash correction.sh
root        8115       1  0 11:01 ?        00:00:01 /usr/libexec/fwupd/fwupd
root        8941       2  0 11:07 ?        00:00:02 [kworker/u8:2-i915]
root        9722       2  0 11:22 ?        00:00:02 [kworker/u8:1-flush-8:0]
bansikah    9723    2669 10 11:22 ?        00:03:27 /snap/whatsapp-4linux/3/whatsapp-4linux --no-sandbox
bansikah    9787    9723  0 11:22 ?        00:00:00 /snap/whatsapp-4linux/3/whatsapp-4linux --type=zygote --no-zygote-sandbox --no-sandbox
bansikah    9788    9723  0 11:22 ?        00:00:00 /snap/whatsapp-4linux/3/whatsapp-4linux --type=zygote --no-sandbox
bansikah    9811    9787  8 11:22 ?        00:03:01 /snap/whatsapp-4linux/3/whatsapp-4linux --type=gpu-process --field-trial-handle=2844948811052478439,8840324658055678063,131072 --enable-features=WebComponentsV0Enabled --disable-features=CertVerifierService,CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --no-sandbox --gpu-preferences=UAAAAAAAAAAgAAAQAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --shared-files
bansikah    9816    9723  0 11:22 ?        00:00:07 /snap/whatsapp-4linux/3/whatsapp-4linux --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=2844948811052478439,8840324658055678063,131072 --enable-features=WebComponentsV0Enabled --disable-features=CertVerifierService,CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --service-sandbox-type=network --no-sandbox --shared-files=v8_context_snapshot_data:100
bansikah    9828    9723 30 11:22 ?        00:10:30 /snap/whatsapp-4linux/3/whatsapp-4linux --type=renderer --no-sandbox --field-trial-handle=2844948811052478439,8840324658055678063,131072 --enable-features=WebComponentsV0Enabled --disable-features=CertVerifierService,CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --app-path=/snap/whatsapp-4linux/3/resources/app.asar --no-sandbox --no-zygote --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=4 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
bansikah    9872    9723  0 11:24 ?        00:00:02 /snap/whatsapp-4linux/3/whatsapp-4linux --type=utility --utility-sub-type=audio.mojom.AudioService --field-trial-handle=2844948811052478439,8840324658055678063,131072 --enable-features=WebComponentsV0Enabled --disable-features=CertVerifierService,CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --service-sandbox-type=none --no-sandbox --shared-files=v8_context_snapshot_data:100
root        9918       2  0 11:27 ?        00:00:06 [kworker/1:2-events]
root        9979       2  0 11:33 ?        00:00:00 [kworker/1:3-events]
root       10078       2  0 11:45 ?        00:00:00 [kworker/u9:0-rb_allocator]
root       10083       2  0 11:46 ?        00:00:00 [kworker/0:1-events]
root       10099       2  0 11:48 ?        00:00:00 [kworker/u8:3-flush-8:0]
root       10121       2  0 11:53 ?        00:00:00 [kworker/u9:2]
_apt       10165    1367  0 11:55 ?        00:00:00 /usr/lib/apt/methods/http
_apt       10166    1367  0 11:55 ?        00:00:00 /usr/lib/apt/methods/https
_apt       10167    1367  0 11:55 ?        00:00:00 /usr/lib/apt/methods/http
_apt       10168    1367  0 11:55 ?        00:00:00 /usr/lib/apt/methods/http
root       10169    1367  0 11:55 ?        00:00:00 /usr/lib/apt/methods/cdrom
_apt       10171    1367  0 11:55 ?        00:00:00 /usr/lib/apt/methods/gpgv
root       10237       2  0 11:55 ?        00:00:00 [kworker/2:1-events]
root       10240       2  0 11:55 ?        00:00:00 [kworker/1:0-events]
root       10241       2  0 11:55 ?        00:00:00 [kworker/1:1]
root       10242       2  0 11:55 ?        00:00:00 [kworker/u8:0-events_unbound]
root       10243       2  0 11:55 ?        00:00:00 [kworker/3:1-events]
bansikah   10350    7447  0 11:57 pts/3    00:00:00 bash script.sh
bansikah   10375    6167  0 11:57 ?        00:00:00 /bin/sh -c "/usr/share/code/resources/app/out/vs/base/node/cpuUsage.sh" 7447 10350
bansikah   10376   10375  0 11:57 ?        00:00:00 /bin/bash /usr/share/code/resources/app/out/vs/base/node/cpuUsage.sh 7447 10350
bansikah   10380   10376  0 11:57 ?        00:00:00 sleep 1
bansikah   10381   10350  0 11:57 pts/3    00:00:00 ps -ef
